"No.","Time","Source","Destination","Protocol","Length","Info"
"12967","142.939594","192.168.0.111","45.7.37.1","UDP","255","51341  >  7290 Len=213"
"12970","142.949546","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"12972","142.957342","192.168.0.111","23.37.228.51","TCP","55","[TCP Keep-Alive] 50251  >  443 [ACK] Seq=1 Ack=1 Win=513 Len=1"
"12973","142.958709","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"12975","142.968851","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"12976","142.972300","192.168.0.111","23.37.228.32","TCP","55","[TCP Keep-Alive] 50245  >  443 [ACK] Seq=1 Ack=1 Win=513 Len=1"
"12978","142.978249","192.168.0.111","45.7.37.1","UDP","255","51341  >  7290 Len=213"
"12980","142.986925","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"12982","142.995289","192.168.0.111","45.7.37.1","UDP","204","51341  >  7290 Len=162"
"12985","143.003616","192.168.0.111","45.7.37.1","UDP","193","51341  >  7290 Len=151"
"12986","143.011731","192.168.0.111","45.7.37.1","UDP","182","51341  >  7290 Len=140"
"12989","143.020789","192.168.0.111","45.7.37.1","UDP","193","51341  >  7290 Len=151"
"12991","143.029133","192.168.0.111","45.7.37.1","UDP","182","51341  >  7290 Len=140"
"12993","143.037552","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"12994","143.045099","192.168.0.111","45.7.37.1","UDP","159","51341  >  7290 Len=117"
"12995","143.053366","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"12996","143.061751","192.168.0.111","45.7.37.1","UDP","182","51341  >  7290 Len=140"
"12999","143.071729","192.168.0.111","45.7.37.1","UDP","193","51341  >  7290 Len=151"
"13001","143.081771","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"13004","143.091246","192.168.0.111","45.7.37.1","UDP","204","51341  >  7290 Len=162"
"13006","143.100669","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"13007","143.109132","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"13009","143.118631","192.168.0.111","45.7.37.1","UDP","238","51341  >  7290 Len=196"
"13011","143.128057","192.168.0.111","45.7.37.1","UDP","266","51341  >  7290 Len=224"
"13013","143.137273","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"13016","143.145510","192.168.0.111","45.7.37.1","UDP","237","51341  >  7290 Len=195"
"13017","143.154184","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"13019","143.163474","192.168.0.111","45.7.37.1","UDP","238","51341  >  7290 Len=196"
"13021","143.173107","192.168.0.111","45.7.37.1","UDP","238","51341  >  7290 Len=196"
"13023","143.182680","192.168.0.111","45.7.37.1","UDP","255","51341  >  7290 Len=213"
"13026","143.191538","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"13028","143.200717","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"13030","143.210074","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"13032","143.219595","192.168.0.111","45.7.37.1","UDP","238","51341  >  7290 Len=196"
"13034","143.229650","192.168.0.111","45.7.37.1","UDP","266","51341  >  7290 Len=224"
"13036","143.239321","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"13038","143.248429","192.168.0.111","45.7.37.1","UDP","238","51341  >  7290 Len=196"
"13040","143.257096","192.168.0.111","45.7.37.1","UDP","238","51341  >  7290 Len=196"
"13043","143.265023","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"13044","143.273218","192.168.0.111","45.7.37.1","UDP","204","51341  >  7290 Len=162"
"13046","143.281575","192.168.0.111","45.7.37.1","UDP","204","51341  >  7290 Len=162"
"13048","143.289933","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"13050","143.297543","192.168.0.111","45.7.37.1","UDP","182","51341  >  7290 Len=140"
"13052","143.305536","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"13053","143.313306","192.168.0.111","45.7.37.1","UDP","159","51341  >  7290 Len=117"
"13056","143.321467","192.168.0.111","45.7.37.1","UDP","159","51341  >  7290 Len=117"
"13058","143.329684","192.168.0.111","63.251.140.21","UDP","70","18334  >  27024 Len=28"
"13059","143.329936","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"13061","143.338103","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"13063","143.346588","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"13065","143.354264","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"13066","143.362553","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"13068","143.370807","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"13070","143.380251","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"13071","143.388560","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"13073","143.397641","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"13074","143.406128","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"13076","143.415104","192.168.0.111","45.7.37.1","UDP","171","51341  >  7290 Len=129"
"13077","143.423001","192.168.0.111","63.251.140.21","UDP","74","18334  >  27024 Len=32"
"13078","143.423845","192.168.0.111","45.7.37.1","UDP","159","51341  >  7290 Len=117"
"13079","143.433060","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"13081","143.442351","192.168.0.111","45.7.37.1","UDP","182","51341  >  7290 Len=140"
"13082","143.450186","192.168.0.111","45.7.37.1","UDP","193","51341  >  7290 Len=151"
"13083","143.459767","192.168.0.111","45.7.37.1","UDP","204","51341  >  7290 Len=162"
"13084","143.469600","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"13086","143.479415","192.168.0.111","45.7.37.1","UDP","255","51341  >  7290 Len=213"
"13088","143.488525","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"13091","143.497624","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"13092","143.506538","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"13094","143.515545","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"13096","143.524529","192.168.0.111","45.7.37.1","UDP","238","51341  >  7290 Len=196"
"13098","143.535097","192.168.0.111","45.7.37.1","UDP","266","51341  >  7290 Len=224"
"13101","143.545036","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"13103","143.554138","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"13105","143.565075","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"13108","143.576823","192.168.0.111","45.7.37.1","UDP","255","51341  >  7290 Len=213"
"13110","143.587260","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"13112","143.597075","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"13115","143.607339","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"13116","143.616623","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"13119","143.626600","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"13121","143.635986","192.168.0.111","45.7.37.1","UDP","255","51341  >  7290 Len=213"
"13124","143.645196","192.168.0.111","45.7.37.1","UDP","248","51341  >  7290 Len=206"
"13126","143.653789","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"13128","143.663283","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"13129","143.673866","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"13131","143.683990","192.168.0.111","45.7.37.1","UDP","255","51341  >  7290 Len=213"
"13134","143.694028","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"13136","143.703692","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"13138","143.712810","192.168.0.111","45.7.37.1","UDP","255","51341  >  7290 Len=213"
"13140","143.722275","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"13142","143.731467","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"13145","143.741261","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"13147","143.751071","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"13149","143.759906","192.168.0.111","45.7.37.1","UDP","255","51341  >  7290 Len=213"
"13152","143.771107","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"13154","143.784326","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"13156","143.793698","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"13159","143.799335","192.168.0.111","162.247.241.10","TCP","54","[TCP Keep-Alive ACK] 50359  >  443 [ACK] Seq=1 Ack=2 Win=513 Len=0"
"13161","143.804106","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"13163","143.814567","192.168.0.111","45.7.37.1","UDP","255","51341  >  7290 Len=213"
"13165","143.823759","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"13167","143.833325","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"13169","143.842203","192.168.0.111","45.7.37.1","UDP","204","51341  >  7290 Len=162"
"13171","143.847470","192.168.0.111","162.247.241.1","TCP","54","[TCP Keep-Alive ACK] 50357  >  443 [ACK] Seq=1 Ack=2 Win=517 Len=0"
"13173","143.850737","192.168.0.111","45.7.37.1","UDP","193","51341  >  7290 Len=151"
"13174","143.858265","192.168.0.111","45.7.37.1","UDP","182","51341  >  7290 Len=140"
"13175","143.866766","192.168.0.111","45.7.37.1","UDP","182","51341  >  7290 Len=140"
"13176","143.875651","192.168.0.111","45.7.37.1","UDP","182","51341  >  7290 Len=140"
"13177","143.884079","192.168.0.111","45.7.37.1","UDP","210","51341  >  7290 Len=168"
"13181","143.894413","192.168.0.111","45.7.37.1","UDP","182","51341  >  7290 Len=140"
"13182","143.902742","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"13183","143.910470","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"13185","143.918273","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"13186","143.926407","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"13187","143.933772","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"13190","143.942557","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"13193","143.950373","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"13195","143.958296","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"13196","143.966157","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"13197","143.975200","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"13200","143.984349","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"13201","143.992187","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"13202","144.000457","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"13204","144.008016","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"13206","144.016380","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"13207","144.025799","192.168.0.111","45.7.37.1","UDP","171","51341  >  7290 Len=129"
"13208","144.033314","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"13211","144.041272","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"13212","144.050081","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"13213","144.057478","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"13215","144.065984","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"13217","144.074973","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"13218","144.083593","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"13220","144.091387","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"13222","144.099569","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"13224","144.107629","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"13225","144.116777","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"13226","144.125194","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"13228","144.133780","192.168.0.111","45.7.37.1","UDP","171","51341  >  7290 Len=129"
"13229","144.142362","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"13231","144.150393","192.168.0.111","45.7.37.1","UDP","153","51341  >  7290 Len=111"
"13232","144.158993","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"13234","144.168361","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"13235","144.177133","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"13236","144.185018","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"13239","144.193533","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"13240","144.202092","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"13242","144.209857","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"13243","144.218707","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"13245","144.228101","192.168.0.111","45.7.37.1","UDP","171","51341  >  7290 Len=129"
"13247","144.237236","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"13248","144.247533","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"13249","144.255818","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"13252","144.263708","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"13253","144.272439","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"13255","144.281509","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"13257","144.289398","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"13258","144.298137","192.168.0.111","45.7.37.1","UDP","143","51341  >  7290 Len=101"
"13259","144.307164","192.168.0.111","45.7.37.1","UDP","188","51341  >  7290 Len=146"
"13261","144.316805","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"13263","144.326495","192.168.0.111","45.7.37.1","UDP","182","51341  >  7290 Len=140"
"13264","144.335415","192.168.0.111","45.7.37.1","UDP","193","51341  >  7290 Len=151"
"13265","144.344572","192.168.0.111","45.7.37.1","UDP","204","51341  >  7290 Len=162"
"13267","144.353892","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"13268","144.363376","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"13271","144.373644","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"13273","144.383534","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"13276","144.396486","192.168.0.111","45.7.37.1","UDP","255","51341  >  7290 Len=213"
"13278","144.406543","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"13280","144.417732","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"13282","144.420293","192.168.0.111","63.251.140.21","UDP","74","18334  >  27024 Len=32"
"13284","144.427627","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"13285","144.439510","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"13287","144.449082","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"13289","144.458636","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"13292","144.467419","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"13294","144.477570","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"13296","144.487309","192.168.0.111","45.7.37.1","UDP","244","51341  >  7290 Len=202"
"13297","144.496807","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"13300","144.506023","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"13302","144.515495","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"13304","144.523819","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"13306","144.534725","192.168.0.111","45.7.37.1","UDP","255","51341  >  7290 Len=213"
"13308","144.543372","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"13311","144.553472","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"13313","144.563563","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"13315","144.573352","192.168.0.111","45.7.37.1","UDP","255","51341  >  7290 Len=213"
"13317","144.582721","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"13320","144.591686","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"13322","144.601589","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"13324","144.610771","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"13325","144.619944","192.168.0.111","45.7.37.1","UDP","255","51341  >  7290 Len=213"
"13328","144.629231","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"13330","144.638183","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"13332","144.647945","192.168.0.111","45.7.37.1","UDP","237","51341  >  7290 Len=195"
"13333","144.656901","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"13335","144.665802","192.168.0.111","45.7.37.1","UDP","266","51341  >  7290 Len=224"
"13337","144.674521","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"13339","144.683888","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"13342","144.693098","192.168.0.111","45.7.37.1","UDP","227","51341  >  7290 Len=185"
"13343","144.701072","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"13345","144.708958","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"13347","144.716893","192.168.0.111","45.7.37.1","UDP","204","51341  >  7290 Len=162"
"13349","144.725076","192.168.0.111","45.7.37.1","UDP","193","51341  >  7290 Len=151"
"13351","144.732800","192.168.0.111","45.7.37.1","UDP","182","51341  >  7290 Len=140"
